sha1sum,hopper1_kvm_patched_conf1,hopper1_kvm_patched_conf2,hopper2_vmware_conf3,hopper4_vmware_conf2,hopper5_vmware_conf2_vmtools,hopper6_kvm_legacy_conf1,hopper6_kvm_legacy_conf2,hopper3_vbox_conf1,hopper3_vbox_conf2,hopper8_vbox_conf1_guestadditions,hopper8_vbox_conf2_guestadditions,hopper7_qemu_legacy_conf1,hopper7_qemu_legacy_conf2
e9047a598a1b43fbf1ffc0cdc057aa004c269798,1,1,1,1,1,1,1,1,1,1,1,1,1
a1d3434aae659887b70dc9fa35ea17ee02b72271,0,0,0,0,0,0,0,0,0,0,0,0,0
798c0bf3b672fb5c45c46019519a7303ce987926,1,1,1,1,1,1,1,1,1,1,1,1,1
4a7b874d16b62cb9920189b278b2bcf59a720337,1,1,1,0,0,0,0,1,1,1,1,1,1
2abd7b3d2e1471b05f8632f341fc84e66da93761,1,1,1,1,1,1,1,1,1,1,1,1,1
d23481cd569db9ba39ca658a74e31ce8f9862c12,0,0,0,0,0,0,0,0,0,0,0,1,0
c09aca4ca62dc232d980c12c8c92f09ca1471d6e,0,0,0,0,0,0,0,0,0,0,0,1,0
fcc4acc49b3dd4044f81d378db68b727b8facd9a,0,0,0,0,0,0,0,0,0,0,0,0,0
9fd19cd7971ce49cb3008646ddb589875b72589a,1,1,1,1,1,1,1,1,1,1,1,1,1
b63d1c8782111af8fa631d10b89000d28b0d7dce,1,1,1,0,0,0,0,1,1,1,1,1,1
4bd754a037ff409b94d6b217c7825a07c53fd2be,1,1,1,1,1,1,1,1,1,1,1,1,1
824fa1494d6da7ec2bbf7436e12f86a57b78dfe9,1,1,1,1,1,1,1,1,1,1,1,1,1
1d81a649d8ec5a87b841008995943c62835fc315,1,1,1,0,0,0,0,1,1,1,1,1,1
57d336b4938ef93df6bed694377c28f5b8543969,1,1,1,1,1,1,1,1,1,1,1,1,1
dddf73ac3c09303bd01965a44f9d0c92d993184c,1,1,1,0,0,0,0,1,1,1,1,1,1
0660a074092b7f71f54983d6faa60b3c078c39f4,1,1,1,0,0,0,0,1,1,1,1,1,1
7c0b31b87c1ce8e8014b0afc6f074ba3c7ef310d,1,1,1,1,1,1,1,1,1,1,1,1,1
b9589863c85de08c3a6f6f68c2a7b3f52bf5e83d,0,1,0,1,1,1,0,1,0,0,0,0,1
05cf3ed975bd5316b2b86eb09f4af1fd95bacf5f,1,1,1,0,0,0,0,1,1,1,1,1,1
db34128a25eb7cd31d8f87a70a36807463486c8a,0,0,0,0,0,0,0,0,0,0,0,0,0
858d24c4942ecdeb6865c2e35cf32530f2450d17,0,0,0,0,0,0,0,0,0,0,0,0,0
872f9f2a6ba8f9393d9f8e0bba3a1fc145d1084b,1,1,1,0,0,0,0,1,1,1,1,1,1
86d2db2e628378f96ac677a484a0189e4c0b3914,1,1,1,0,0,0,0,1,1,1,1,1,1
091363d8c8ab0382761abc86546229f3c4ac8ddd,1,1,1,1,1,1,1,1,1,1,1,1,1
92e528cba736b361e39331f471c40bfc0a982b96,1,1,1,0,0,0,0,1,1,1,1,1,1
aa8661c9c8fdd5c2dc8b2a226632d0a6a11e3545,0,0,0,0,0,0,0,0,0,0,0,1,0
8433d18477cda280aba49e27425c9365ced05645,1,1,1,0,0,0,0,1,1,1,1,1,1
a6c0234dd0db60fd1ef82d43d2456c8ee15680b1,1,1,1,1,1,1,1,1,1,1,1,1,1
51323419e9fe569fb22d5e204eed0c69904ff27d,0,0,0,0,0,0,0,0,0,0,0,1,0
0100d9da1d2ba1776e95f46e4095eefdf2e49468,1,1,1,1,1,1,1,1,1,1,1,1,1
6125acf191849a64726d24c087166dae2d001287,1,1,1,0,0,0,0,1,1,1,1,1,1
14bf229bd094127c578fb8c00cc0f22c4cb1cb35,1,1,1,1,1,1,1,1,1,1,1,1,1
51ede3c0b92d218fed52a2ba3efcef065145059c,1,1,1,0,0,0,0,1,1,1,1,1,1
603068a77cdad45d4e3a2eff8d2d5edf3da322e5,1,1,1,0,0,0,0,1,1,1,1,1,1
3dc4645ef1782de4fd9ed1d2ed2083363026b861,0,0,0,0,0,0,0,1,0,0,0,0,0
b88d864b5af25f4dfc2deb455571604fee0bd7d4,1,1,1,1,1,1,1,1,1,1,1,1,1
9350ba0c45f062bd4e46509cb9bb11efdf3c1ee5,1,1,1,1,1,1,1,1,1,1,1,1,1
c6d1ec1c5f5fedfa03a7e2817b4a5acfd00f59c2,1,1,1,1,0,1,1,1,1,0,1,1,1
274d3c9d72dfb5a232c329bca3890206bfa79acb,0,0,0,0,0,0,0,0,0,0,0,1,0
e0d3d5905c2a83aa154a99f3d6081aae6a282775,1,1,1,1,1,1,1,1,1,1,1,1,1
cceb3b201a783f57c3d654bf6193ae936907ea32,1,1,1,1,1,1,1,1,1,1,1,1,1
950863366c9bed8221c0264c585b1a6ebdd364cc,1,1,1,0,0,0,0,1,1,1,1,1,1
d7f6b644be5ba5e4c3f8883776940bf4aac789d8,1,1,1,1,1,1,1,1,1,1,1,1,1
fa276aea8d94484d46d7ab3df4a3b49988a2d516,0,0,0,0,0,0,0,0,0,0,0,0,0
c57895523efa4365664e2755292f980ae664bd67,0,0,0,0,0,0,0,0,0,0,0,1,0
99b60c0baf33adaa728e8117e218761ebddfe72d,0,0,0,0,0,0,0,1,0,0,0,0,0
4f30aa3363117fd9d0a71606fb0c5b98388b32a4,0,0,0,0,0,0,0,0,0,0,0,0,0
3f697205c3f40e699d80556624a990a68a7c3ece,0,0,0,0,0,0,0,0,0,0,0,1,0
02dc56c6317c33b3fb679d53ba0c40bebebc4f2e,1,1,1,1,1,1,1,1,1,1,1,1,1
e75b0c7d68083daaec03b793f09f21636bf65442,0,0,0,0,0,0,0,0,0,0,0,0,0
e071792d04659c7bd57a14c81d36acf63c8968f6,1,1,1,1,1,1,1,1,1,1,1,1,1
6fe09da96f98b71344b8678ec8b057757b145d21,1,1,1,1,1,1,1,1,1,1,1,1,1
dd09ed93be2f99a1483c1760c01410f254de552e,0,0,0,0,0,0,0,1,0,0,0,0,0
10061827152a41990ba9f9b54911e5e8242dc6e4,1,1,1,1,1,1,1,1,1,1,1,1,1
8a8655509a10959ae524c669557770b3b3f2619f,0,0,0,0,0,0,0,1,1,1,1,0,0
8b7c9251e656ac6d598e3982e86bc3edf7564327,0,0,0,0,0,0,0,1,1,1,1,0,0
81be1b8557b54009b867b21c7e3146f9d2544dc4,1,1,1,0,0,0,0,1,1,1,1,1,1
792d98999ecb2041116800973fddaef264d2195e,0,0,0,0,0,0,0,1,1,1,1,0,0
2841687c3e2b49437f3e6fceed5dbbe1713a3b41,1,1,1,1,1,1,1,1,1,1,1,1,1
4cd162152ed783772f5a839c510e990f3c85bd7c,1,1,1,0,0,0,0,1,1,1,1,1,1
3e0e4163a08b9fd8787644317a477d393ad481f7,1,1,1,1,1,1,1,1,1,1,1,1,1
6a5f6f4e9d92aba80a9ff2d51ef149a9e18407e5,1,1,1,1,1,1,1,1,1,1,1,1,1
7fa9074ab9810505e1cf4c8d1b8c783d33a26b17,0,0,0,0,0,0,0,0,0,0,0,1,0
6d31c220e6215044f2f605eb363151ac7f1d4e37,1,1,1,0,0,0,0,1,1,1,1,1,1
5e35690195332751e37ffb96add95b817d5d9572,1,1,1,1,1,1,1,1,1,1,1,1,1
9ff52e7856116673a90f06d9ef970e1e35789969,1,1,1,0,0,0,0,1,1,1,1,1,1
7bb4d2c58d8fff594d47b539a122797f25f7aab0,1,1,1,0,0,0,0,1,1,1,1,1,1
87d798e5a0e7a8fccef52ce6997e0654ccc514b2,1,1,1,1,1,1,1,1,1,1,1,1,1
23a39087399bdd5d38ff146d130af340cbf9c796,1,1,1,1,1,1,1,1,1,1,1,1,1
b451ae1a7db3b72ee820880c25e68b39066902df,1,1,1,1,1,1,1,1,1,1,1,1,1
f8a953b19b947e6295b547ef0c51c41ba52afbf6,0,0,0,0,0,0,0,0,0,0,0,1,0
1b9a24e2f22ee371f04c16cdaee192be772d41a3,1,1,1,0,0,0,0,1,1,1,1,1,1
69d2acaae04b1993808cf027dedce0f6db586d7b,0,0,0,0,0,0,0,0,0,0,0,1,0
ff16b7d643a6fcf7436d65302443712dfb1dfcce,1,1,1,1,1,1,1,1,1,1,1,1,1
ccd6a76dc7b6a811d331eecdee2081889170ecbd,0,0,0,0,0,0,0,1,0,0,0,0,0
e676327787b5ed22125ee394ea979b87e634c421,0,0,0,0,0,0,0,0,0,0,0,1,0
9560396c634ef59264c19efd2660692272a04574,1,1,1,1,1,1,1,1,1,1,1,1,1
eccbb063f935a696eac6eebb1b312c1b8d25afe0,1,1,1,0,0,0,0,1,1,1,1,1,1
455a9345abe5a6ecefafc1ad2a7ab6300215ea39,0,0,0,0,0,0,0,0,0,0,0,0,0
84efc544502f1d90c575a9b0b7166b32dd13bf54,1,1,1,1,1,1,1,1,1,1,1,1,1
533b97cc7c3502a29da874458cd8c4b016046ec5,1,1,1,1,1,1,1,1,1,1,1,1,1
8fc09107cc111545218615292db6973dcb1c7473,1,1,1,1,1,1,1,1,1,1,1,1,1
de7f694e81098ff953504ced12cda14d18cc9cd8,1,1,1,0,0,0,0,1,1,1,1,1,1
9626b68be6e8ae6b7e4e4f90837e58a1154a6a1b,1,1,1,1,1,1,1,1,1,1,1,1,1
d3c837a2ff52e620d70d65801d9581424ea462b3,0,0,0,0,0,0,0,1,0,0,0,0,0
c31ae2091f7f3e41607f3247c8b519cab2c3b0fb,1,1,1,1,0,1,1,1,1,0,1,1,1
10ba32d384913a8855d46b240eaf89b12db49d22,1,1,1,1,1,1,1,1,1,1,1,1,1
6eb9cbca1a1ecf17aa7033dd9e98ca692a7d9acf,0,0,0,0,0,0,0,1,1,1,1,0,0
f1000588c7cc5873482cb194cab6d5d1a149d1ee,0,0,0,0,0,0,0,0,0,0,0,1,0
d67cec2829b53d4ff64210a6edd795c0ad84190e,1,1,1,0,0,0,0,1,1,1,1,1,1
0890a2689473e8b07a49495f25208b275fc000e0,1,1,1,1,1,1,1,1,1,1,1,1,1
3c63b46428bde5671fbbae5ed38ebcdf5b62a297,1,1,1,0,0,0,0,1,1,1,1,1,1
ff4b187a5929458293fb5625f17f809825079e3d,0,0,0,0,0,0,0,0,0,0,0,0,0
29b201123f14d236c98f28d7762dd0b5efee86a3,0,0,0,0,0,0,0,0,0,0,0,1,0
9efdb656033c355fd3118b201f1163f8e29f038e,1,1,1,1,1,1,1,1,1,1,1,1,1
9bae4cd94b4a0ae62ba2e95c7a16f8cff11fd2be,1,1,1,1,1,1,1,1,1,1,1,1,1
b39f2ca0e50dde89b9d6815cf3cf5ec9aca8970e,1,1,1,1,1,1,1,1,1,1,1,1,1
d492718d6abbeaec7f3628a5b1f24d12189abe84,1,1,1,0,0,0,0,1,1,1,1,1,1
ec90da1b310930a6b9a4c33594359a87c6eaa8d5,0,0,0,0,0,0,0,0,0,0,0,1,0
1653c05ed8db8a2515d405f7c53112ae7a6cb8fa,1,1,1,0,0,0,0,1,1,1,1,1,1
e55ca7f59d7a175a95888411d57ccb375c9cb408,1,1,1,1,1,1,1,1,1,1,1,1,1
47afc02a9db28cdf6d193a308e5830fb08254f72,0,1,0,1,1,1,0,1,0,0,0,0,1
8d28cd3afb7b8c10ec626b63b0f421053757b6cf,1,1,1,1,1,1,1,1,1,1,1,1,1
d5ab179106c836bc6fa3560a46796325f2a1c58a,0,0,0,0,0,0,0,1,0,0,0,0,0
21bddba0118ec7fa593222f197f18ea66ac1e887,0,0,0,0,0,0,0,1,0,0,0,0,0
bffffed3c4a430d6a126ac6cf46de24f24bc05af,0,0,0,0,0,0,0,0,0,0,0,1,0
fc9d6efe3e561bd1d57664146b89e77eceaea500,0,0,0,0,0,0,0,1,1,1,1,0,0
ca9a6368a914eb1dea2c59985ddfa8625beefb2b,1,1,1,0,0,0,0,1,1,1,1,1,1
02045fc00b875c1eb6243fc91661a655f78b0d75,1,1,1,0,0,0,0,1,1,1,1,1,1
c871b3cea648438f85d352be7ae8ee855fdac998,1,1,1,0,0,0,0,1,1,1,1,1,1
b8a3eea0dde281599308c27aa2a918b08158e719,1,1,1,1,1,1,1,1,1,1,1,1,1
665eeb27763c8f83337ffb1cb803758032d3fa28,0,0,0,0,0,0,0,0,0,0,0,0,0
109087d27e9db4ff2638e58d2b38bfa904f34a10,1,1,1,1,1,1,1,1,1,1,1,1,1
a5e54168866488273ab5868ae0970dad438607b8,1,1,1,1,0,1,1,1,1,1,1,1,1
53fd30130406d5188843bf648fc0813c4cc43a59,0,0,0,0,0,0,0,0,0,0,0,1,0
177f8fd27fffcb6e77e9171c70129b424e1a67ab,1,1,1,1,0,1,1,1,1,0,1,1,1
aebeaf2c5175477161021c7123df120edb108b98,0,0,0,0,0,0,0,0,0,0,0,1,0
76c8cde3afeb7dcc78b9cfb412e7061ebf94bf13,1,1,1,0,0,0,0,1,1,1,1,1,1
084646bdee32bd0f3960be0048bc0470693dfaca,0,0,0,0,0,0,0,0,0,0,0,0,0
e12f5c1dc7399041d53e14717b509a27bd3c56dc,1,1,1,0,0,0,0,1,1,1,1,1,1
7b4f48da7062990ebe8c9c3ebe5ac27fbdfbd296,1,1,1,1,1,1,1,1,1,1,1,1,1
2a78a34f6a7d963632cc5102f07bd46a4128e967,0,0,0,0,0,0,0,0,0,0,0,1,0
cb444037848401faf240bea467a2eff86aa036e1,0,0,0,0,0,0,0,1,0,0,0,0,0
36b9bb5c4289c2c49086d2d7ea9361c7ae8f48a9,1,1,1,1,1,1,1,1,1,1,1,1,1
c451408e8ec3348e3b8a277ca7a194343ea5ce7c,1,1,1,0,0,0,0,1,1,1,1,1,1
e6ba33b20bfc77136e8309e067380e13009ac767,1,1,1,0,0,0,0,1,1,1,1,1,1
a2588df1fba508436b028c41e6db7bc5ff619509,1,1,1,0,0,0,0,1,1,1,1,1,1
077d8c0fd6a5401e4ca728baab82819a9d66a3cc,0,0,0,0,0,0,0,0,0,0,0,1,0
51c617a386697ec85b5203133f55c341a3a6edb2,0,0,0,0,0,0,0,0,0,0,0,1,0
3c561784834c5886f819c70282bd7f63d0ec2bae,1,1,1,1,1,1,1,1,1,1,1,1,1
24bc296a9420fe4a8908887bbc95a658b1210e89,1,1,1,1,0,1,1,1,1,0,1,1,1
e5913cd013984d24df9f70367da259a3941bd8cd,1,1,1,0,0,0,0,1,1,1,1,1,1
fbab523ddf338e2b7a1c676379017ee72bc885bd,0,0,0,0,0,0,0,1,1,1,1,0,0
4db3c11588983ca6ef99f4ab3249cd99a67ff4d0,0,0,0,0,0,0,0,0,0,0,0,1,0
bbfd62ee5d8e39505cf3b538c976f8651b90be62,1,1,1,0,0,0,0,1,1,0,1,1,1
667e8544ecadfc7bfe63df8755bdb50d167575a2,0,0,0,0,0,0,0,0,0,0,0,1,0
a499b0f738863bbd1a70ed4aea20b19c03cd82c7,0,0,0,0,0,0,0,0,0,0,0,1,0
ac464b75d5feee6f64165eb6e27de7379a85ee27,1,1,1,0,0,0,0,1,1,1,1,1,1
ef73412173d00e5fe38f1b56e676f2241ce3dd5d,1,1,1,1,1,1,1,1,1,1,1,1,1
70e815fd550736f6e86ec8b549d9dd2742568ce5,1,1,1,0,0,0,0,1,1,1,1,1,1
5e76a158ea77d42be798b282a21d85c8523f166b,1,1,1,1,0,1,1,1,1,0,1,1,1
af518b968e118d51be3ee383a5462ceefcfcbda0,0,0,0,0,0,0,0,0,0,0,0,1,0
baf59acdbc530f2e793644538d886a7c0801120b,0,0,0,0,0,0,0,1,1,1,1,0,0
5dd8608f8e9c02a683e6cf91194fe1670d2401d2,0,0,0,0,0,0,0,1,1,1,1,0,0
6461a07cf82d510ad9f25219ccdf1135d92c94d8,0,0,0,0,0,0,0,0,0,0,0,1,0
ef8c6fef4d40a1e71588c9923d304ba46a33147a,1,1,1,0,0,0,0,1,1,1,1,1,1
bd85c2c6e23ea4be7c78f3a88e331afd3d7a55e0,0,0,0,0,0,0,0,0,0,0,0,1,0
5b0ebf838be3b15e5e891952b8b6146479dbed6e,1,1,1,0,0,0,0,1,1,1,1,1,1
f62cfaddd4c995fe4ab92042be6efd90ed795f69,1,1,1,1,1,1,1,1,1,1,1,1,1
a9a5254dadc1f49918994bbee29340970abf1ce0,1,1,1,1,0,1,1,1,1,0,1,1,1
cdc6d2bf8c398d0518adfa435200df5053959514,1,1,1,1,1,1,1,1,1,1,1,1,1
60771d93856d62d7597c511d5bca1b2cac7ee891,0,0,0,0,0,0,0,1,0,0,0,0,0
2db6dde306932cafbdc735d69d1c89535d42a0cc,1,1,1,0,0,0,0,1,1,0,1,1,1
13cc4bcabf3c8b7b322b55f1eb4b13b3e9fb7da7,1,1,1,0,0,0,0,1,1,1,1,1,1
04f028643e7ba5366d52389007afedb186a81158,1,1,1,1,1,1,1,1,1,1,1,1,1
81aa9fe065ab4c934fc93a84462d8228c6fe84f8,1,1,1,1,1,1,1,1,1,1,1,1,1
3d0046d3510102cde42d073bb543db06cf2b0646,1,1,1,0,0,0,0,1,1,1,1,1,1
822ac39797c45d2bf7fb3ac0659a2783ada0d68f,1,1,1,1,1,1,1,1,1,1,1,1,1
b0b69b2762d359d4ee16c30f6676904ca63a2b66,1,1,1,1,1,1,1,1,1,1,1,1,1
20298d5e6107adb807b921bcefceae74a78a0e5a,1,1,1,0,0,0,0,1,1,0,1,1,1
7f8d92f84cde3d6c9ddadc167c0dfdc01d064d29,0,0,0,0,0,0,0,0,0,0,0,1,0
ef26c42890f1a8cf6ce619368b2ae8f386f9740d,1,1,1,1,1,1,1,1,1,1,1,1,1
e50a206f052aa858ace7edacdd9e7774bd06a0c2,1,1,1,1,1,1,1,1,1,1,1,1,1
b4c6879865bbdac30b2e6a30e953085f23d34a43,1,1,1,0,0,0,0,1,1,1,1,1,1
a595bcbdb326b7af2a9e4518f5e4a42e3749be92,1,1,1,0,0,0,0,1,1,0,1,1,1
024abacdac4387fe421acd17e66f0dcc97c7f91a,0,0,0,0,0,0,0,1,1,1,1,0,0
5b1659faf6a04c970d24af67161dec2c86114b7e,1,1,1,1,1,1,1,1,1,1,1,1,1
768cc21c19058425bc8f27fb98c31d32b3f65601,1,1,1,0,0,0,0,1,1,1,1,1,1
004bb508fda09d0a4477782321dc5150039d2b84,1,1,1,1,1,1,1,1,1,1,1,1,1
017257f6d8523d0a61bf127049291135095839ca,0,0,0,0,0,0,0,1,0,0,0,0,0
b34c4af9e99498de6d2aa9ca89fedf44319128ad,1,1,1,0,0,0,0,1,1,1,1,1,1
4a9e112416b2ce0963cda63d9c411209b04d1c94,1,1,1,0,0,0,0,1,1,1,1,1,1
79bbf3e61ba3e68a812b34e9f588dc86440f7e7b,1,1,1,0,0,0,0,1,1,1,1,1,1
8ced535658b119bc894a7afe5057b3e336a3855a,1,1,1,1,1,1,1,1,1,1,1,1,1
8b0810cd57ffb23d38a81c746db5ba476af4c704,1,1,1,0,0,0,0,1,1,1,1,1,1
ee8c3884eb27560c30f5091b4846c101c685d8ce,0,0,0,0,0,0,0,0,0,0,0,1,0
c5e2f4755422e6a768bd9a669bce1ff5dc974c54,0,0,0,0,0,0,0,0,0,0,0,1,0
c3305474330c1ac29591e9ba673d9b7ed57567e0,0,0,0,0,0,0,0,0,0,0,0,1,0
c8316f80b6b90143b7f8613642032d99cfb639e1,1,1,1,0,0,0,0,1,1,1,1,1,1
2968799e779519335b750f4b6c8cae89e971cd8b,1,1,1,0,0,0,0,1,1,0,1,1,1
2369b6de3431fe57fa0c12154b0166d82b140be1,1,1,1,1,1,1,1,1,1,1,1,1,1
35fbe1df532ce1142bbb9bab030d426bdc568c47,0,0,0,0,0,0,0,0,0,0,0,0,0
f1f6dc5c48055ca39eeaccb06b7552cd7b52f178,1,1,1,1,1,1,1,1,1,1,1,1,1
144a5d96c9dcc1821e346af3dfc425c5a8d19981,1,1,1,0,0,0,0,1,1,1,1,1,1
f3bbc588ae2c46c19cf9e657237b2b1c35a7233e,1,1,1,1,1,1,1,1,1,1,1,1,1
67f961cbd6797652591abcddd4649dd60e70f473,0,0,0,0,0,0,0,0,0,0,0,1,0
fb88c5988c0a6dbcfdeebb3c58ea38b38977a14c,0,0,0,0,0,0,0,1,0,0,0,0,0
02eed8aee037da10e743345ecb6a2a835d54cb86,0,0,0,0,0,0,0,0,0,0,0,1,0
4834ab8d4d8bf066a26699d99473e6e146c39dc7,1,1,1,1,1,1,1,1,1,1,1,1,1
22afd4c5aa97969b15f19e188a5b135c60443b6f,1,1,1,0,0,0,0,1,1,1,1,1,1
1fb37396f3dfdc53e9d2f146f202ef48910ffbe3,1,1,1,0,0,0,0,1,1,1,1,1,1
2fe0528fdb48e4fbb4ddca3e3382c6c4147030a2,0,0,0,0,0,0,0,1,0,0,0,0,0
50abe60ae19670c7f9c2b6878d9b434699c93143,1,1,1,0,0,0,0,1,1,0,1,1,1
ed82e3ff85cdd1b9b5927e98b7e66d704c5408d7,0,0,0,0,0,0,0,1,1,1,1,0,0
7620b3802bd923edbc53cc1d67b77cfff389748b,0,0,0,0,0,0,0,1,1,1,1,0,0
6c52b723eb4e8f4bbf9b6f471fbcdf89298f0346,1,1,1,1,1,1,1,1,1,1,1,1,1
fcd65ffc4513277a0266b9f28d0e0b5747389b1c,1,1,1,0,0,0,0,1,1,1,1,1,1
fc6349b576a92c28861adfef9db1b2e91933a16b,1,1,1,1,1,1,1,1,1,1,1,1,1
9305525437fc069477d712d2ba4bef212518e9f2,1,1,1,0,0,0,0,1,1,1,1,1,1
89c233d0743134054e4305e7ab25f9447ea7b270,0,0,0,0,0,0,0,0,0,0,0,0,0
986996e3d1e6b2e0928d90f039735d9f670ecd43,1,1,1,1,1,1,1,1,1,1,1,1,1
c2c0d2b6546fec7731ba203f45e26b7042549092,0,0,0,0,0,0,0,0,0,0,0,1,0
ce6f6cffafc42bf5e21439d643575e165d4258cd,1,1,1,0,0,0,0,1,1,1,1,1,1
bf30012776ac3124c087714a0c228cfa4e8ef5c0,1,1,1,1,1,1,1,1,1,1,1,1,1
3de0063965a209af5cbe1ab41dc488243820700a,1,1,1,1,1,1,1,1,1,1,1,1,1
67b3e99bf03c1cfa0128f20ad8226b1c8faec6aa,0,0,0,0,0,0,0,0,0,0,0,0,0
55b578406bafaf6737ebbc7d012a170e62c76389,1,1,1,1,1,1,1,1,1,1,1,1,1
58d01fcab32566757c4802adafff7dbbab21f658,1,1,1,0,0,0,0,1,1,1,1,1,1
70c8bc42ac17e3b67fe8c425406a862583e92e7d,0,0,0,0,0,0,0,1,0,0,0,0,0
8a94be8af13ad7dc27298086912489ac8b933921,1,1,1,1,1,1,1,1,1,1,1,1,1
1ccbd1bbc53e799ffa74d485fddf7e858bcb7a15,0,1,0,0,0,0,0,1,0,0,0,0,1
873bd7625d8f9d7affeb38e33a963644f3664ebd,1,1,1,1,1,1,1,1,1,1,1,1,1
9b40773cac069ad40eeb60223c9434ce157e5934,0,0,0,0,0,0,0,0,0,0,0,0,0
ec88867e4e96197def36f99a862c1faca5b8345d,0,0,0,0,0,0,0,1,0,0,0,0,0
8dde57b6da643bf47f7c2468288844bdba75f458,1,1,1,0,0,0,0,1,1,1,1,1,1
70bc4191198efb312cd418aee1fdbcb0117227e3,1,1,1,1,1,1,1,1,1,1,1,1,1
e6f77c9fe5b6513dbe728eb128e0b6572c3b9894,1,1,1,1,1,1,1,1,1,1,1,1,1
cb1489baf62c09f56592a3d6dc2234000cef4bfd,1,1,1,0,0,0,0,1,1,1,1,1,1
e4d1777337726c4e440d645270c50903ec189b8b,1,1,1,0,0,0,0,1,1,1,1,1,1
ca0cded5388cb6c9accebd74121058867b2c6fef,1,1,1,0,0,0,0,1,1,1,1,1,1
254d6cf2e1fc23ff6e6df63760274b96878577fe,1,1,1,1,1,1,1,1,1,1,1,1,1
7b783a169008e926fc84aaa3d10ad9b26367fda0,0,0,0,0,0,0,0,0,0,0,0,1,0
4d9956e9be06f28302ae461db8f65048c604a98e,0,0,0,0,0,0,0,0,0,0,0,1,0
29b7b5e04a1dd8651bc671b797b3434ef4c02718,1,1,1,0,0,0,0,1,1,1,1,1,1
4cdeba7527fb6a443c50c1e1a2febf48fe5b5ad0,1,1,1,0,0,0,0,1,1,1,1,1,1
a2a26b32e6d01ea80eb09e56460fd9ea76625e09,1,1,1,0,0,0,0,1,1,1,1,1,1
a73f4ca9f7ef89a13f5aa65b34006f454eb8d140,1,1,1,1,1,1,1,1,1,1,1,1,1
d691ecd8956ff08edeaf8c4079de4e05bf8cf38f,1,1,1,1,1,1,1,1,1,1,1,1,1
c0e3d97d398c1c11e1342dae79272f5f4a071678,0,0,0,0,0,0,0,0,0,0,0,1,0
031ae4c3c39f4089ca995a12c7153c294cc672b5,1,1,1,1,1,1,1,1,1,1,1,1,1
af026571c921b493b12d3d46e880ba746a47e415,1,1,1,0,0,0,0,1,1,1,1,1,1
a1d82458ecb71fc5032aa3827aea8b598833aac3,1,1,1,1,1,1,1,1,1,1,1,1,1
8be776dd0bc219ad51f0731394a66b13c9e0cce5,0,0,0,0,0,0,0,0,0,0,0,1,0
b2290501458a439bccd2febdfa97050963de5e6c,0,1,0,0,0,0,0,1,0,0,0,0,1
6f66d99a7c978e532acd857069dc6b2f9aed0e8d,1,1,1,0,0,0,0,1,1,1,1,1,1
a78547cdb21564af780f79ea82695a48502b7aba,1,1,1,1,1,1,1,1,1,1,1,1,1
9a75d2bbd528d7611ee4133aba4f4f486f64a1b7,1,1,1,1,1,1,1,1,1,1,1,1,1
2f0bc8c6d7213c8d8ac0272668af495eab90c5b4,1,1,1,0,0,0,0,1,1,1,1,1,1
5608f0565e604c67a35fefdcd1b6f9a98add4b22,1,1,1,1,1,1,1,1,1,1,1,1,1
01b4b2811e183247af39f878c0435929c1511e64,1,1,1,1,1,1,1,1,1,1,1,1,1
9b2aa3b2bd64ae191dc96b59862791a0c6cd97a6,0,0,0,0,0,0,0,0,0,0,0,1,0
07cbd3c9106fce8bd00bd962e59845f2be4b33b4,0,0,0,0,0,0,0,0,0,0,0,1,0
94296857fcaf0fdc6a863f98b77b82998bcf9cc1,0,0,0,0,0,0,0,1,0,0,0,0,0
f34e01e9f1fc1ac5822dcef902ab806f6560530e,1,1,1,0,0,0,0,1,1,1,1,1,1
97074f11864364a3c15781248f996312a7665081,1,1,1,1,1,1,1,1,1,1,1,1,1
375b2482fdd29138c7e476fb9889fecc466c3303,0,0,0,0,0,0,0,0,0,0,0,1,0
a74214928a1a02ccfbaad256a5f9fd26b4d0e669,1,1,1,1,1,1,1,1,1,1,1,1,1
6f4af82371759063fffe428d7baefd3a9409c73c,1,1,1,1,1,1,1,1,1,1,1,1,1
f26f99247e082dfb92b35de0313d5633f3098aa6,1,1,1,0,0,0,0,1,1,1,1,1,1
535fa306a7df89102563b09a01e69da8901d81bd,1,1,1,0,0,0,0,1,1,1,1,1,1
a77832ecb7fb104e96a832ff6333e6e144725c8c,0,0,0,0,0,0,0,0,0,0,0,1,0
e4f4d22fed2fcbacb0fae64aafb0c5ee4473f8cf,0,0,0,0,0,0,0,0,0,0,0,0,0
4bbdfbd536732a62cd2be8db01390388e44ba7cc,0,0,0,0,0,0,0,0,0,0,0,0,0
0ba144a21ca23b90ba5ec0f6823c6c625749e04e,0,0,0,0,0,0,0,0,0,0,0,1,0
3f19ea2c6d07b67506f2bb4066d07a5a44368a19,1,1,1,0,0,0,0,1,1,1,1,1,1
7be8ff0f6f56f5f6be2e488b49561bf22c5a115d,1,1,1,0,0,0,0,1,1,1,1,1,1
6ce674531fa3dc1a83b0990679e4842738817544,0,0,0,0,0,0,0,0,0,0,0,1,0
363596eb208bc102725e5befa04898704dc42dd0,0,0,0,0,0,0,0,1,0,0,0,0,0
09e4c1fa4307802dda792b406357fd8a2b8644c0,1,1,1,0,0,0,0,1,1,1,1,1,1
